"id","registration","timestamp","lat","lon","altitude"
2478,"EC-LBD","2023-05-19 12:35:24.629",NULL,NULL,NULL
2479,"EC-MMF","2023-05-19 12:35:25.036",NULL,NULL,NULL
2480,"EC-MDO","2023-05-19 12:35:25.464",NULL,NULL,NULL
2481,"EC-IKS","2023-05-19 12:35:25.853",NULL,NULL,NULL
2482,"EC-ISB","2023-05-19 12:35:26.22",NULL,NULL,NULL
2483,"EC-LDF","2023-05-19 12:35:26.604",NULL,NULL,NULL
2484,"EC-KXU","2023-05-19 12:35:26.963",NULL,NULL,NULL
2485,"EC-ISZ","2023-05-19 12:35:27.368",NULL,NULL,NULL
2486,"EC-LAR","2023-05-19 12:35:27.762",NULL,NULL,NULL
2487,"EC-LGC","2023-05-19 12:35:28.146",NULL,NULL,NULL
2488,"EC-LGD","2023-05-19 12:35:28.674",NULL,NULL,NULL
2489,"EC-MHV","2023-05-19 12:35:29.085",NULL,NULL,NULL
2490,"EC-LBD","2023-05-19 12:40:24.796",NULL,NULL,NULL
2491,"EC-MMF","2023-05-19 12:40:25.185",NULL,NULL,NULL
2492,"EC-MDO","2023-05-19 12:40:25.568",NULL,NULL,NULL
2493,"EC-IKS","2023-05-19 12:40:25.924",NULL,NULL,NULL
2494,"EC-ISB","2023-05-19 12:40:26.348",NULL,NULL,NULL
2495,"EC-LDF","2023-05-19 12:40:26.771",NULL,NULL,NULL
2496,"EC-KXU","2023-05-19 12:40:27.199",NULL,NULL,NULL
2497,"EC-ISZ","2023-05-19 12:40:27.661",NULL,NULL,NULL
2498,"EC-LAR","2023-05-19 12:40:28.072",NULL,NULL,NULL
2499,"EC-LGC","2023-05-19 12:40:28.471",NULL,NULL,NULL
2500,"EC-LGD","2023-05-19 12:40:28.886",NULL,NULL,NULL
2501,"EC-MHV","2023-05-19 12:40:29.265",NULL,NULL,NULL
2502,"EC-LBD","2023-05-19 12:45:24.615",NULL,NULL,NULL
2503,"EC-MMF","2023-05-19 12:45:24.989",NULL,NULL,NULL
2504,"EC-MDO","2023-05-19 12:45:25.403",NULL,NULL,NULL
2505,"EC-IKS","2023-05-19 12:45:25.814",NULL,NULL,NULL
2506,"EC-ISB","2023-05-19 12:45:26.22",NULL,NULL,NULL
2507,"EC-LDF","2023-05-19 12:45:26.574",NULL,NULL,NULL
2508,"EC-KXU","2023-05-19 12:45:26.973",NULL,NULL,NULL
2509,"EC-ISZ","2023-05-19 12:45:27.371",NULL,NULL,NULL
2510,"EC-LAR","2023-05-19 12:45:27.822",NULL,NULL,NULL
2511,"EC-LGC","2023-05-19 12:45:28.22",NULL,NULL,NULL
2512,"EC-LGD","2023-05-19 12:45:28.658",NULL,NULL,NULL
2513,"EC-MHV","2023-05-19 12:45:29.068",NULL,NULL,NULL
2514,"EC-LBD","2023-05-19 12:50:24.744",NULL,NULL,NULL
2515,"EC-MMF","2023-05-19 12:50:25.158",NULL,NULL,NULL
2516,"EC-MDO","2023-05-19 12:50:25.571",NULL,NULL,NULL
2517,"EC-IKS","2023-05-19 12:50:26.017",NULL,NULL,NULL
2518,"EC-ISB","2023-05-19 12:50:26.401",NULL,NULL,NULL
2519,"EC-LDF","2023-05-19 12:50:26.761",NULL,NULL,NULL
2520,"EC-KXU","2023-05-19 12:50:27.173",NULL,NULL,NULL
2521,"EC-ISZ","2023-05-19 12:50:27.523",NULL,NULL,NULL
2522,"EC-LAR","2023-05-19 12:50:27.917",NULL,NULL,NULL
2523,"EC-LGC","2023-05-19 12:50:28.328",NULL,NULL,NULL
2524,"EC-LGD","2023-05-19 12:50:28.671",NULL,NULL,NULL
2525,"EC-MHV","2023-05-19 12:50:29.117",NULL,NULL,NULL
2526,"EC-LBD","2023-05-19 12:55:24.787",NULL,NULL,NULL
2527,"EC-MMF","2023-05-19 12:55:25.335",NULL,NULL,NULL
2528,"EC-MDO","2023-05-19 12:55:25.764",NULL,NULL,NULL
2529,"EC-IKS","2023-05-19 12:55:26.178",NULL,NULL,NULL
2530,"EC-ISB","2023-05-19 12:55:26.539",NULL,NULL,NULL
2531,"EC-LDF","2023-05-19 12:55:26.873",NULL,NULL,NULL
2532,"EC-KXU","2023-05-19 12:55:27.284",NULL,NULL,NULL
2533,"EC-ISZ","2023-05-19 12:55:27.696",NULL,NULL,NULL
2534,"EC-LAR","2023-05-19 12:55:28.091",NULL,NULL,NULL
2535,"EC-LGC","2023-05-19 12:55:28.579",NULL,NULL,NULL
2536,"EC-LGD","2023-05-19 12:55:29.031",NULL,NULL,NULL
2537,"EC-MHV","2023-05-19 12:55:29.434",NULL,NULL,NULL
2538,"EC-LBD","2023-05-19 13:00:24.524",NULL,NULL,NULL
2539,"EC-MMF","2023-05-19 13:00:25.072",NULL,NULL,NULL
2540,"EC-MDO","2023-05-19 13:00:25.46",NULL,NULL,NULL
2541,"EC-IKS","2023-05-19 13:00:25.851",NULL,NULL,NULL
2542,"EC-ISB","2023-05-19 13:00:26.207",NULL,NULL,NULL
2543,"EC-LDF","2023-05-19 13:00:26.571",NULL,NULL,NULL
2544,"EC-KXU","2023-05-19 13:00:26.984",NULL,NULL,NULL
2545,"EC-ISZ","2023-05-19 13:00:27.454",NULL,NULL,NULL
2546,"EC-LAR","2023-05-19 13:00:27.855",NULL,NULL,NULL
2547,"EC-LGC","2023-05-19 13:00:28.209",NULL,NULL,NULL
2548,"EC-LGD","2023-05-19 13:00:28.619",NULL,NULL,NULL
2549,"EC-MHV","2023-05-19 13:00:29.014",NULL,NULL,NULL
2550,"EC-LBD","2023-05-19 13:05:24.585",NULL,NULL,NULL
2551,"EC-MMF","2023-05-19 13:05:24.967",NULL,NULL,NULL
2552,"EC-MDO","2023-05-19 13:05:25.43",NULL,NULL,NULL
2553,"EC-IKS","2023-05-19 13:05:25.846",NULL,NULL,NULL
2554,"EC-ISB","2023-05-19 13:05:26.272",NULL,NULL,NULL
2555,"EC-LDF","2023-05-19 13:05:26.641",NULL,NULL,NULL
2556,"EC-KXU","2023-05-19 13:05:27.042",NULL,NULL,NULL
2557,"EC-ISZ","2023-05-19 13:05:27.433",NULL,NULL,NULL
2558,"EC-LAR","2023-05-19 13:05:27.85",NULL,NULL,NULL
2559,"EC-LGC","2023-05-19 13:05:28.263",NULL,NULL,NULL
2560,"EC-LGD","2023-05-19 13:05:28.629",NULL,NULL,NULL
2561,"EC-MHV","2023-05-19 13:05:28.994",NULL,NULL,NULL
2562,"EC-LBD","2023-05-19 13:10:24.712",NULL,NULL,NULL
2563,"EC-MMF","2023-05-19 13:10:25.21",NULL,NULL,NULL
2564,"EC-MDO","2023-05-19 13:10:25.603",NULL,NULL,NULL
2565,"EC-IKS","2023-05-19 13:10:25.954",NULL,NULL,NULL
2566,"EC-ISB","2023-05-19 13:10:26.326",NULL,NULL,NULL
2567,"EC-LDF","2023-05-19 13:10:26.708",NULL,NULL,NULL
2568,"EC-KXU","2023-05-19 13:10:27.133",NULL,NULL,NULL
2569,"EC-ISZ","2023-05-19 13:10:27.53",NULL,NULL,NULL
2570,"EC-LAR","2023-05-19 13:10:27.9",NULL,NULL,NULL
2571,"EC-LGC","2023-05-19 13:10:28.257",NULL,NULL,NULL
2572,"EC-LGD","2023-05-19 13:10:28.629",NULL,NULL,NULL
2573,"EC-MHV","2023-05-19 13:10:29.035",NULL,NULL,NULL
2574,"EC-LBD","2023-05-19 13:15:24.619",NULL,NULL,NULL
2575,"EC-MMF","2023-05-19 13:15:25.03",NULL,NULL,NULL
2576,"EC-MDO","2023-05-19 13:15:25.44",NULL,NULL,NULL
2577,"EC-IKS","2023-05-19 13:15:25.853",NULL,NULL,NULL
2578,"EC-ISB","2023-05-19 13:15:26.331",NULL,NULL,NULL
2579,"EC-LDF","2023-05-19 13:15:26.718",NULL,NULL,NULL
2580,"EC-KXU","2023-05-19 13:15:27.219",NULL,NULL,NULL
2581,"EC-ISZ","2023-05-19 13:15:27.636",NULL,NULL,NULL
2582,"EC-LAR","2023-05-19 13:15:28.034",NULL,NULL,NULL
2583,"EC-LGC","2023-05-19 13:15:28.458",NULL,NULL,NULL
2584,"EC-LGD","2023-05-19 13:15:28.862",NULL,NULL,NULL
2585,"EC-MHV","2023-05-19 13:15:29.234",NULL,NULL,NULL
2586,"EC-LBD","2023-05-19 13:20:24.614",NULL,NULL,NULL
2587,"EC-MMF","2023-05-19 13:20:25.022",NULL,NULL,NULL
2588,"EC-MDO","2023-05-19 13:20:25.498",NULL,NULL,NULL
2589,"EC-IKS","2023-05-19 13:20:26.026",NULL,NULL,NULL
2590,"EC-ISB","2023-05-19 13:20:26.527",NULL,NULL,NULL
2591,"EC-LDF","2023-05-19 13:20:26.925",NULL,NULL,NULL
2592,"EC-KXU","2023-05-19 13:20:27.376",NULL,NULL,NULL
2593,"EC-ISZ","2023-05-19 13:20:27.795",NULL,NULL,NULL
2594,"EC-LAR","2023-05-19 13:20:28.174",NULL,NULL,NULL
2595,"EC-LGC","2023-05-19 13:20:28.535",NULL,NULL,NULL
2596,"EC-LGD","2023-05-19 13:20:28.923",NULL,NULL,NULL
2597,"EC-MHV","2023-05-19 13:20:29.338",NULL,NULL,NULL
2598,"EC-LBD","2023-05-19 13:25:24.803",NULL,NULL,NULL
2599,"EC-MMF","2023-05-19 13:25:25.247",NULL,NULL,NULL
2600,"EC-MDO","2023-05-19 13:25:25.713",NULL,NULL,NULL
2601,"EC-IKS","2023-05-19 13:25:26.06",NULL,NULL,NULL
2602,"EC-ISB","2023-05-19 13:25:26.48",NULL,NULL,NULL
2603,"EC-LDF","2023-05-19 13:25:26.93",NULL,NULL,NULL
2604,"EC-KXU","2023-05-19 13:25:27.394",NULL,NULL,NULL
2605,"EC-ISZ","2023-05-19 13:25:27.741",NULL,NULL,NULL
2606,"EC-LAR","2023-05-19 13:25:28.105",NULL,NULL,NULL
2607,"EC-LGC","2023-05-19 13:25:28.526",NULL,NULL,NULL
2608,"EC-LGD","2023-05-19 13:25:28.931",NULL,NULL,NULL
2609,"EC-MHV","2023-05-19 13:25:29.278",NULL,NULL,NULL
2610,"EC-LBD","2023-05-19 13:30:24.729",NULL,NULL,NULL
2611,"EC-MMF","2023-05-19 13:30:25.14",NULL,NULL,NULL
2612,"EC-MDO","2023-05-19 13:30:25.519",NULL,NULL,NULL
2613,"EC-IKS","2023-05-19 13:30:25.964",NULL,NULL,NULL
2614,"EC-ISB","2023-05-19 13:30:26.404",NULL,NULL,NULL
2615,"EC-LDF","2023-05-19 13:30:26.854",NULL,NULL,NULL
2616,"EC-KXU","2023-05-19 13:30:27.324",NULL,NULL,NULL
2617,"EC-ISZ","2023-05-19 13:30:27.747",NULL,NULL,NULL
2618,"EC-LAR","2023-05-19 13:30:28.112",NULL,NULL,NULL
2619,"EC-LGC","2023-05-19 13:30:28.532",NULL,NULL,NULL
2620,"EC-LGD","2023-05-19 13:30:28.921",NULL,NULL,NULL
2621,"EC-MHV","2023-05-19 13:30:29.353",NULL,NULL,NULL
2622,"EC-LBD","2023-05-19 13:35:24.745",NULL,NULL,NULL
2623,"EC-MMF","2023-05-19 13:35:25.213",NULL,NULL,NULL
2624,"EC-MDO","2023-05-19 13:35:25.629",NULL,NULL,NULL
2625,"EC-IKS","2023-05-19 13:35:26.147",NULL,NULL,NULL
2626,"EC-ISB","2023-05-19 13:35:26.615",NULL,NULL,NULL
2627,"EC-LDF","2023-05-19 13:35:26.985",NULL,NULL,NULL
2628,"EC-KXU","2023-05-19 13:35:27.41",NULL,NULL,NULL
2629,"EC-ISZ","2023-05-19 13:35:27.803",NULL,NULL,NULL
2630,"EC-LAR","2023-05-19 13:35:28.172",NULL,NULL,NULL
2631,"EC-LGC","2023-05-19 13:35:28.686",NULL,NULL,NULL
2632,"EC-LGD","2023-05-19 13:35:29.145",NULL,NULL,NULL
2633,"EC-MHV","2023-05-19 13:35:29.628",NULL,NULL,NULL
2634,"EC-LBD","2023-05-19 13:40:24.626",NULL,NULL,NULL
2635,"EC-MMF","2023-05-19 13:40:25.081",NULL,NULL,NULL
2636,"EC-MDO","2023-05-19 13:40:25.63",NULL,NULL,NULL
2637,"EC-IKS","2023-05-19 13:40:26.045",NULL,NULL,NULL
2638,"EC-ISB","2023-05-19 13:40:26.515",NULL,NULL,NULL
2639,"EC-LDF","2023-05-19 13:40:26.935",NULL,NULL,NULL
2640,"EC-KXU","2023-05-19 13:40:27.387",NULL,NULL,NULL
2641,"EC-ISZ","2023-05-19 13:40:27.769",NULL,NULL,NULL
2642,"EC-LAR","2023-05-19 13:40:28.142",NULL,NULL,NULL
2643,"EC-LGC","2023-05-19 13:40:28.528",NULL,NULL,NULL
2644,"EC-LGD","2023-05-19 13:40:28.985",NULL,NULL,NULL
2645,"EC-MHV","2023-05-19 13:40:29.397",NULL,NULL,NULL
2646,"EC-LBD","2023-05-19 13:45:24.662",NULL,NULL,NULL
2647,"EC-MMF","2023-05-19 13:45:25.106",NULL,NULL,NULL
2648,"EC-MDO","2023-05-19 13:45:25.545",NULL,NULL,NULL
2649,"EC-IKS","2023-05-19 13:45:25.957",NULL,NULL,NULL
2650,"EC-ISB","2023-05-19 13:45:26.367",NULL,NULL,NULL
2651,"EC-LDF","2023-05-19 13:45:26.759",NULL,NULL,NULL
2652,"EC-KXU","2023-05-19 13:45:27.17",NULL,NULL,NULL
2653,"EC-ISZ","2023-05-19 13:45:27.589",NULL,NULL,NULL
2654,"EC-LAR","2023-05-19 13:45:27.991",NULL,NULL,NULL
2655,"EC-LGC","2023-05-19 13:45:28.448",NULL,NULL,NULL
2656,"EC-LGD","2023-05-19 13:45:28.864",NULL,NULL,NULL
2657,"EC-MHV","2023-05-19 13:45:29.275",NULL,NULL,NULL
2658,"EC-LBD","2023-05-19 13:50:24.842",NULL,NULL,NULL
2659,"EC-MMF","2023-05-19 13:50:25.27",NULL,NULL,NULL
2660,"EC-MDO","2023-05-19 13:50:25.722",NULL,NULL,NULL
2661,"EC-IKS","2023-05-19 13:50:26.103",NULL,NULL,NULL
2662,"EC-ISB","2023-05-19 13:50:26.52",NULL,NULL,NULL
2663,"EC-LDF","2023-05-19 13:50:26.905",NULL,NULL,NULL
2664,"EC-KXU","2023-05-19 13:50:27.346",NULL,NULL,NULL
2665,"EC-ISZ","2023-05-19 13:50:27.846",NULL,NULL,NULL
2666,"EC-LAR","2023-05-19 13:50:28.247",NULL,NULL,NULL
2667,"EC-LGC","2023-05-19 13:50:28.688",NULL,NULL,NULL
2668,"EC-LGD","2023-05-19 13:50:29.094",NULL,NULL,NULL
2669,"EC-MHV","2023-05-19 13:50:29.544",NULL,NULL,NULL
2670,"EC-LBD","2023-05-19 13:55:24.783",NULL,NULL,NULL
2671,"EC-MMF","2023-05-19 13:55:25.155",NULL,NULL,NULL
2672,"EC-MDO","2023-05-19 13:55:25.593",NULL,NULL,NULL
2673,"EC-IKS","2023-05-19 13:55:26.049",NULL,NULL,NULL
2674,"EC-ISB","2023-05-19 13:55:26.473",NULL,NULL,NULL
2675,"EC-LDF","2023-05-19 13:55:26.91",NULL,NULL,NULL
2676,"EC-KXU","2023-05-19 13:55:27.321",NULL,NULL,NULL
2677,"EC-ISZ","2023-05-19 13:55:27.735",NULL,NULL,NULL
2678,"EC-LAR","2023-05-19 13:55:28.108",NULL,NULL,NULL
2679,"EC-LGC","2023-05-19 13:55:28.555",NULL,NULL,NULL
2680,"EC-LGD","2023-05-19 13:55:28.923",NULL,NULL,NULL
2681,"EC-MHV","2023-05-19 13:55:29.387",NULL,NULL,NULL
2682,"EC-LBD","2023-05-19 14:00:24.599",NULL,NULL,NULL
2683,"EC-MMF","2023-05-19 14:00:24.983",NULL,NULL,NULL
2684,"EC-MDO","2023-05-19 14:00:25.331",NULL,NULL,NULL
2685,"EC-IKS","2023-05-19 14:00:25.753",NULL,NULL,NULL
2686,"EC-ISB","2023-05-19 14:00:26.215",NULL,NULL,NULL
2687,"EC-LDF","2023-05-19 14:00:26.599",NULL,NULL,NULL
2688,"EC-KXU","2023-05-19 14:00:27",NULL,NULL,NULL
2689,"EC-ISZ","2023-05-19 14:00:27.359",NULL,NULL,NULL
2690,"EC-LAR","2023-05-19 14:00:27.849",NULL,NULL,NULL
2691,"EC-LGC","2023-05-19 14:00:28.219",NULL,NULL,NULL
2692,"EC-LGD","2023-05-19 14:00:28.589",NULL,NULL,NULL
2693,"EC-MHV","2023-05-19 14:00:29.016",NULL,NULL,NULL
2694,"EC-LBD","2023-05-19 14:05:24.72",NULL,NULL,NULL
2695,"EC-MMF","2023-05-19 14:05:25.096",NULL,NULL,NULL
2696,"EC-MDO","2023-05-19 14:05:25.492",NULL,NULL,NULL
2697,"EC-IKS","2023-05-19 14:05:25.935",NULL,NULL,NULL
2698,"EC-ISB","2023-05-19 14:05:26.339",NULL,NULL,NULL
2699,"EC-LDF","2023-05-19 14:05:26.695",NULL,NULL,NULL
2700,"EC-KXU","2023-05-19 14:05:27.048",NULL,NULL,NULL
2701,"EC-ISZ","2023-05-19 14:05:27.428",NULL,NULL,NULL
2702,"EC-LAR","2023-05-19 14:05:27.903",NULL,NULL,NULL
2703,"EC-LGC","2023-05-19 14:05:28.272",NULL,NULL,NULL
2704,"EC-LGD","2023-05-19 14:05:28.73",NULL,NULL,NULL
2705,"EC-MHV","2023-05-19 14:05:29.133",NULL,NULL,NULL
2706,"EC-LBD","2023-05-19 14:10:24.711",NULL,NULL,NULL
2707,"EC-MMF","2023-05-19 14:10:25.103",NULL,NULL,NULL
2708,"EC-MDO","2023-05-19 14:10:25.511",NULL,NULL,NULL
2709,"EC-IKS","2023-05-19 14:10:25.915",NULL,NULL,NULL
2710,"EC-ISB","2023-05-19 14:10:26.293",NULL,NULL,NULL
2711,"EC-LDF","2023-05-19 14:10:26.683",NULL,NULL,NULL
2712,"EC-KXU","2023-05-19 14:10:27.041",NULL,NULL,NULL
2713,"EC-ISZ","2023-05-19 14:10:27.397",NULL,NULL,NULL
2714,"EC-LAR","2023-05-19 14:10:27.828",NULL,NULL,NULL
2715,"EC-LGC","2023-05-19 14:10:28.207",NULL,NULL,NULL
2716,"EC-LGD","2023-05-19 14:10:28.607",NULL,NULL,NULL
2717,"EC-MHV","2023-05-19 14:10:29.031",NULL,NULL,NULL
2718,"EC-LBD","2023-05-19 14:15:24.796",NULL,NULL,NULL
2719,"EC-MMF","2023-05-19 14:15:25.223",NULL,NULL,NULL
2720,"EC-MDO","2023-05-19 14:15:25.646",NULL,NULL,NULL
2721,"EC-IKS","2023-05-19 14:15:26.006",NULL,NULL,NULL
2722,"EC-ISB","2023-05-19 14:15:26.554",NULL,NULL,NULL
2723,"EC-LDF","2023-05-19 14:15:26.951",NULL,NULL,NULL
2724,"EC-KXU","2023-05-19 14:15:27.416",NULL,NULL,NULL
2725,"EC-ISZ","2023-05-19 14:15:27.83",NULL,NULL,NULL
2726,"EC-LAR","2023-05-19 14:15:28.243",NULL,NULL,NULL
2727,"EC-LGC","2023-05-19 14:15:28.656",NULL,NULL,NULL
2728,"EC-LGD","2023-05-19 14:15:29.067",NULL,NULL,NULL
2729,"EC-MHV","2023-05-19 14:15:29.435",NULL,NULL,NULL
2730,"EC-LBD","2023-05-19 14:20:24.774",NULL,NULL,NULL
2731,"EC-MMF","2023-05-19 14:20:25.147",NULL,NULL,NULL
2732,"EC-MDO","2023-05-19 14:20:25.565",NULL,NULL,NULL
2733,"EC-IKS","2023-05-19 14:20:25.919",NULL,NULL,NULL
2734,"EC-ISB","2023-05-19 14:20:26.334",NULL,NULL,NULL
2735,"EC-LDF","2023-05-19 14:20:26.724",NULL,NULL,NULL
2736,"EC-KXU","2023-05-19 14:20:27.13",NULL,NULL,NULL
2737,"EC-ISZ","2023-05-19 14:20:27.561",NULL,NULL,NULL
2738,"EC-LAR","2023-05-19 14:20:27.974",NULL,NULL,NULL
2739,"EC-LGC","2023-05-19 14:20:28.387",NULL,NULL,NULL
2740,"EC-LGD","2023-05-19 14:20:28.744",NULL,NULL,NULL
2741,"EC-MHV","2023-05-19 14:20:29.116",NULL,NULL,NULL
2742,"EC-LBD","2023-05-19 14:25:24.624",NULL,NULL,NULL
2743,"EC-MMF","2023-05-19 14:25:24.98",NULL,NULL,NULL
2744,"EC-MDO","2023-05-19 14:25:25.402",NULL,NULL,NULL
2745,"EC-IKS","2023-05-19 14:25:25.733",NULL,NULL,NULL
2746,"EC-ISB","2023-05-19 14:25:26.092",NULL,NULL,NULL
2747,"EC-LDF","2023-05-19 14:25:26.526",NULL,NULL,NULL
2748,"EC-KXU","2023-05-19 14:25:26.948",NULL,NULL,NULL
2749,"EC-ISZ","2023-05-19 14:25:27.379",NULL,NULL,NULL
2750,"EC-LAR","2023-05-19 14:25:27.784",NULL,NULL,NULL
2751,"EC-LGC","2023-05-19 14:25:28.178",NULL,NULL,NULL
2752,"EC-LGD","2023-05-19 14:25:28.638",NULL,NULL,NULL
2753,"EC-MHV","2023-05-19 14:25:29.001",NULL,NULL,NULL
2754,"EC-LBD","2023-05-19 14:30:24.599",NULL,NULL,NULL
2755,"EC-MMF","2023-05-19 14:30:25.019",NULL,NULL,NULL
2756,"EC-MDO","2023-05-19 14:30:25.444",NULL,NULL,NULL
2757,"EC-IKS","2023-05-19 14:30:25.93",NULL,NULL,NULL
2758,"EC-ISB","2023-05-19 14:30:26.305",NULL,NULL,NULL
2759,"EC-LDF","2023-05-19 14:30:26.736",NULL,NULL,NULL
2760,"EC-KXU","2023-05-19 14:30:27.138",NULL,NULL,NULL
2761,"EC-ISZ","2023-05-19 14:30:27.59",NULL,NULL,NULL
2762,"EC-LAR","2023-05-19 14:30:28.052",NULL,NULL,NULL
2763,"EC-LGC","2023-05-19 14:30:28.491",NULL,NULL,NULL
2764,"EC-LGD","2023-05-19 14:30:28.911",NULL,NULL,NULL
2765,"EC-MHV","2023-05-19 14:30:29.328",NULL,NULL,NULL
2766,"EC-LBD","2023-05-19 14:35:24.519",NULL,NULL,NULL
2767,"EC-MMF","2023-05-19 14:35:24.89",NULL,NULL,NULL
2768,"EC-MDO","2023-05-19 14:35:25.304",NULL,NULL,NULL
2769,"EC-IKS","2023-05-19 14:35:25.711",NULL,NULL,NULL
2770,"EC-ISB","2023-05-19 14:35:26.12",NULL,NULL,NULL
2771,"EC-LDF","2023-05-19 14:35:26.567",NULL,NULL,NULL
2772,"EC-KXU","2023-05-19 14:35:27.05",NULL,NULL,NULL
2773,"EC-ISZ","2023-05-19 14:35:27.474",NULL,NULL,NULL
2774,"EC-LAR","2023-05-19 14:35:27.873",NULL,NULL,NULL
2775,"EC-LGC","2023-05-19 14:35:28.252",NULL,NULL,NULL
2776,"EC-LGD","2023-05-19 14:35:28.675",NULL,NULL,NULL
2777,"EC-MHV","2023-05-19 14:35:29.036",NULL,NULL,NULL
2778,"EC-LBD","2023-05-19 14:40:24.673",NULL,NULL,NULL
2779,"EC-MMF","2023-05-19 14:40:25.051",NULL,NULL,NULL
2780,"EC-MDO","2023-05-19 14:40:25.461",NULL,NULL,NULL
2781,"EC-IKS","2023-05-19 14:40:25.834",NULL,NULL,NULL
2782,"EC-ISB","2023-05-19 14:40:26.23",NULL,NULL,NULL
2783,"EC-LDF","2023-05-19 14:40:26.64",NULL,NULL,NULL
2784,"EC-KXU","2023-05-19 14:40:27.011",NULL,NULL,NULL
2785,"EC-ISZ","2023-05-19 14:40:27.45",NULL,NULL,NULL
2786,"EC-LAR","2023-05-19 14:40:27.868",NULL,NULL,NULL
2787,"EC-LGC","2023-05-19 14:40:28.297",NULL,NULL,NULL
2788,"EC-LGD","2023-05-19 14:40:28.684",NULL,NULL,NULL
2789,"EC-MHV","2023-05-19 14:40:29.098",NULL,NULL,NULL
2790,"EC-LBD","2023-05-19 14:45:24.659",NULL,NULL,NULL
2791,"EC-MMF","2023-05-19 14:45:25.219",NULL,NULL,NULL
2792,"EC-MDO","2023-05-19 14:45:25.657",NULL,NULL,NULL
2793,"EC-IKS","2023-05-19 14:45:26.054",NULL,NULL,NULL
2794,"EC-ISB","2023-05-19 14:45:26.407",NULL,NULL,NULL
2795,"EC-LDF","2023-05-19 14:45:26.844",NULL,NULL,NULL
2796,"EC-KXU","2023-05-19 14:45:27.25",NULL,NULL,NULL
2797,"EC-ISZ","2023-05-19 14:45:27.686",NULL,NULL,NULL
2798,"EC-LAR","2023-05-19 14:45:28.11",NULL,NULL,NULL
2799,"EC-LGC","2023-05-19 14:45:28.606",NULL,NULL,NULL
2800,"EC-LGD","2023-05-19 14:45:29.066",NULL,NULL,NULL
2801,"EC-MHV","2023-05-19 14:45:29.529",NULL,NULL,NULL
2802,"EC-LBD","2023-05-19 14:50:25.547",NULL,NULL,NULL
2803,"EC-MMF","2023-05-19 14:50:25.922",NULL,NULL,NULL
2804,"EC-MDO","2023-05-19 14:50:26.301",NULL,NULL,NULL
2805,"EC-IKS","2023-05-19 14:50:26.674",NULL,NULL,NULL
2806,"EC-ISB","2023-05-19 14:50:27.1",NULL,NULL,NULL
2807,"EC-LDF","2023-05-19 14:50:27.486",NULL,NULL,NULL
2808,"EC-KXU","2023-05-19 14:50:27.849",NULL,NULL,NULL
2809,"EC-ISZ","2023-05-19 14:50:28.244",NULL,NULL,NULL
2810,"EC-LAR","2023-05-19 14:50:28.662",NULL,NULL,NULL
2811,"EC-LGC","2023-05-19 14:50:29.068",NULL,NULL,NULL
2812,"EC-LGD","2023-05-19 14:50:29.513",NULL,NULL,NULL
2813,"EC-MHV","2023-05-19 14:50:29.933",NULL,NULL,NULL
2814,"EC-LBD","2023-05-19 14:55:24.838",NULL,NULL,NULL
2815,"EC-MMF","2023-05-19 14:55:25.364",NULL,NULL,NULL
2816,"EC-MDO","2023-05-19 14:55:25.811",NULL,NULL,NULL
2817,"EC-IKS","2023-05-19 14:55:26.257",NULL,NULL,NULL
2818,"EC-ISB","2023-05-19 14:55:26.687",NULL,NULL,NULL
2819,"EC-LDF","2023-05-19 14:55:27.084",NULL,NULL,NULL
2820,"EC-KXU","2023-05-19 14:55:27.529",NULL,NULL,NULL
2821,"EC-ISZ","2023-05-19 14:55:27.932",NULL,NULL,NULL
2822,"EC-LAR","2023-05-19 14:55:28.36",NULL,NULL,NULL
2823,"EC-LGC","2023-05-19 14:55:28.769",NULL,NULL,NULL
2824,"EC-LGD","2023-05-19 14:55:29.131",NULL,NULL,NULL
2825,"EC-MHV","2023-05-19 14:55:29.606",NULL,NULL,NULL
2826,"EC-LBD","2023-05-19 15:05:22.665","40.33332","-3.705503","3100"
2827,"EC-MMF","2023-05-19 15:05:25.13",NULL,NULL,NULL
2828,"EC-MDO","2023-05-19 15:05:25.695",NULL,NULL,NULL
2829,"EC-IKS","2023-05-19 15:05:26.112",NULL,NULL,NULL
2830,"EC-ISB","2023-05-19 15:05:26.531",NULL,NULL,NULL
2831,"EC-LDF","2023-05-19 15:05:26.969",NULL,NULL,NULL
2832,"EC-KXU","2023-05-19 15:05:27.392",NULL,NULL,NULL
2833,"EC-ISZ","2023-05-19 15:05:27.789",NULL,NULL,NULL
2834,"EC-LAR","2023-05-19 15:05:28.204",NULL,NULL,NULL
2835,"EC-LGC","2023-05-19 15:05:28.63",NULL,NULL,NULL
2836,"EC-LGD","2023-05-19 15:05:29.049",NULL,NULL,NULL
2837,"EC-MHV","2023-05-19 15:05:29.462",NULL,NULL,NULL
2838,"EC-LBD","2023-05-19 15:10:09.713","40.20129","-3.678179","2900"
2839,"EC-MMF","2023-05-19 15:10:25.336",NULL,NULL,NULL
2840,"EC-MDO","2023-05-19 15:10:25.759",NULL,NULL,NULL
2841,"EC-IKS","2023-05-19 15:10:26.121",NULL,NULL,NULL
2842,"EC-ISB","2023-05-19 15:10:26.521",NULL,NULL,NULL
2843,"EC-LDF","2023-05-19 15:10:26.978",NULL,NULL,NULL
